length,width,diameter,area,perimeter,rectangularity,circularity,ellipticity,aspect ratio,form factor,narrow factor,perimeter ratio of diameter,perimeter Ratio of Physiological Length and Physiological Width,Texture,Species
387.0,203.0,377.29150390625,52331.0,1034.690467953682,0.524547803617571,0.6142540115864656,2.077801827781663,1.9064039408866995,0.6142540115864656,0.9749134467861758,2.742416559188631,1.7537126575486135,9.0,1.0
387.0,219.0,410.3813171386719,54906.0,1097.661031126976,0.5658914728682171,0.5726551584990166,2.0666200725874755,1.7671232876712328,0.5726551584990166,1.060416840151607,2.67473441232722,1.8113218335428647,9.0,1.0
287.0,234.0,290.5906066894531,39695.0,875.7199059724808,1.2264957264957266,0.650451960152342,1.5807564766586713,1.2264957264957266,0.650451960152342,1.0125108247019272,3.013586419564968,1.680844349275395,1.0,1.0
387.0,215.0,381.77581787109375,58747.0,1029.3178844451904,0.5555555555555556,0.6967813537615046,1.8114819866598413,1.8,0.6967813537615046,0.9865008213723352,2.6961316989247828,1.709830372832542,4.0,1.0
287.0,248.0,327.69940185546875,43001.0,916.69046998024,1.157258064516129,0.6430473999261473,1.9371256167332167,1.157258064516129,0.6430473999261473,1.141809762562609,2.7973516728741075,1.713440130804187,9.0,1.0
309.0,287.0,395.2891845703125,46304.5,984.5554741621016,0.9288025889967636,0.6002783506837841,2.449164583442239,1.0766550522648084,0.6002783506837841,1.2792530244993932,2.4907220146494367,1.6519387150370834,9.0,1.0
387.0,154.0,409.039306640625,46075.0,980.9259697198868,0.3979328165374677,0.6017314944180492,2.5384799637275424,2.512987012987013,0.6017314944180492,1.056949112766473,2.3981215345196927,1.813171847911066,9.0,1.0
297.0,286.0,389.0655822753906,44578.5,962.2712023258208,0.9629629629629628,0.6049790521465628,2.575642742883592,1.0384615384615383,0.6049790521465628,1.3099851255063657,2.4732879138219444,1.6505509473856277,9.0,1.0
275.0,124.0,294.1100158691406,25549.0,700.8427065610886,2.217741935483871,0.6536460695360514,2.474508230234173,2.217741935483871,0.6536460695360514,1.069490966796875,2.382927029839463,1.7564980114312996,9.0,1.0
287.0,204.0,323.8497619628906,47287.0,889.3279892206192,1.406862745098039,0.7513247658020806,1.5739740957334656,1.406862745098039,0.7513247658020806,1.1283963831459605,2.7461128389605727,1.8112586338505483,1.0,1.0
386.0,213.0,379.7030944824219,60325.5,1061.3595156669617,0.5518134715025906,0.6729545879303648,1.9016191170896288,1.812206572769953,0.6729545879303648,0.983686773270523,2.795235359126357,1.7718856688930913,1.0,1.0
387.0,230.0,413.4661560058594,62301.5,1067.1341190338137,0.5943152454780362,0.6874962851109039,2.0712333515279298,1.682608695652174,0.6874962851109039,1.0683880000151404,2.5809467196601474,1.7295528671536686,9.0,1.0
342.0,286.0,378.1150207519531,61433.5,1091.2762541770935,0.8362573099415205,0.6482547569645765,1.7118830653902888,1.1958041958041958,0.6482547569645765,1.105599475882904,2.886096013871347,1.73770104168327,9.0,1.0
387.0,182.0,385.8891906738281,54098.5,1033.4528778791428,0.4702842377260982,0.6365224556093461,2.143726850063239,2.1263736263736264,0.6365224556093461,0.9971296916636384,2.6781078684131017,1.8162616482937484,9.0,1.0
377.0,287.0,455.1024169921875,50415.0,1114.195083141327,0.7612732095490716,0.5103253714019117,2.7030142973509808,1.313588850174216,0.5103253714019117,1.2071682148333889,2.448229324961932,1.6780046432851308,5.0,1.0
387.0,184.0,413.2428283691406,49154.0,1085.3523740768433,0.4754521963824289,0.5243571665966477,2.5409029676341475,2.1032608695652173,0.5243571665966477,1.0678109260184512,2.62642761003301,1.9007922488210915,9.0,1.0
287.0,257.0,351.1723937988281,37350.0,910.2295727729796,1.1167315175097277,0.5664982694079687,2.4369350260048592,1.1167315175097277,0.5664982694079687,1.2235971909366834,2.5919735971456,1.6732161264209189,4.0,1.0
287.0,176.0,304.2381286621094,31496.5,819.5361400842667,1.630681818181818,0.589299320470427,2.021943654812284,1.630681818181818,0.589299320470427,1.0600631660700677,2.6937325169865662,1.7700564580653708,1.0,1.0
385.0,225.0,398.0984191894531,51563.5,1045.643786072731,0.5844155844155844,0.5926314985734,2.080206659024586,1.711111111111111,0.5926314985734,1.0340218680245536,2.626596177401835,1.7141701411028378,6.0,1.0
287.0,107.0,342.1144104003906,24767.0,750.6761870384216,2.682242990654206,0.55230374671004,2.691376162566619,2.682242990654206,0.55230374671004,1.1920362731720928,2.1942255696270565,1.9052695102498007,3.0,1.0
387.0,184.0,393.292724609375,39384.0,974.4061979055404,0.4754521963824289,0.5212542528568245,3.052719642476203,2.1032608695652173,0.5212542528568245,1.0162602703084624,2.4775596824816355,1.7064907143704735,9.0,1.0
287.0,107.0,340.2829895019531,24817.5,751.2619732618332,2.682242990654206,0.5525671737216897,2.681708408467344,2.682242990654206,0.5525671737216897,1.1856550156862478,2.207756474578407,1.9067562773142968,2.0,1.0
271.0,152.0,276.0194396972656,31356.5,747.5706306695938,1.7828947368421053,0.7050712115924438,1.8306979300112376,1.7828947368421053,0.7050712115924438,1.0185219177020872,2.708398479069152,1.7673064554836733,9.0,1.0
244.0,134.0,269.88623046875,16265.5,658.198047041893,1.82089552238806,0.471806699370198,3.1616957223001503,1.82089552238806,0.471806699370198,1.1060911084784837,2.438798177656957,1.7412646747140026,2.0,1.0
283.0,225.0,304.5078125,39440.0,904.4305843114852,1.257777777777778,0.605893495440196,1.8481934014360748,1.257777777777778,0.605893495440196,1.0759993374558303,2.970139179307544,1.780375165967491,9.0,1.0
